#
#   VizieR Astronomical Server cdsarc.cds.unistra.fr
#    Date: 2025-04-28T21:48:34 [V7.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-04-28T21:48:34	  Query execution date
#INFO	request=https://cdsarc.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=9999&-out.add=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=V/137D/XHIP,V/137D/refs,V/137D/groups&-order=I&-out=HIP&-out=RAJ2000&-out=DEJ2000&-out=Dist&Dist=&gt;= 0&-out=X&-out=Y&-out=Z&-out=SpType&Simbad=Simbad&-out=Lum&-out=Name&-out=GrpName&-out=AltName&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	CatalogsExamined=3	
#  3 catalogues with potential matches were examined.
#

#RESOURCE=yCat_5137
#Name: V/137D
#Title: Extended Hipparcos Compilation (XHIP) (Anderson+, 2012)
#INFO	ivoid=ivo://cds.vizier/v/137d	    IVOID of underlying data collection
#INFO	creator=Anderson E.	    First author or institution
#INFO	cites=bibcode:2012AstL...38..331A	    Article or Data origin sources
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/V/137D	    Dataset landing page
#INFO	publication_date=2017-10-12	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	V_137D_XHIP:
#Name: V/137D/XHIP
#Title: XHIP catalog: astrometry, spectrography, space motions, exoplanets, photometry, and references
#Column	HIP	(I6)	Hipparcos identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F12.8)	Right ascension (ICRS, Epoch=J1991.25)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F12.8)	Declination (ICRS, Epoch=J1991.25)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(F7.2)	? Heliocentric distance (7)	[ucd=pos.distance]
#Column	X	(F6.1)	? Heliocentric distance towards Gal. center	[ucd=pos.distance]
#Column	Y	(F7.1)	? Heliocentric distance towards Gal. rotation	[ucd=pos.distance]
#Column	Z	(F6.1)	? Heliocentric distance towards N. Gal. Pole	[ucd=pos.distance]
#Column	SpType	(a26)	Spectral type (MK, HD, or other)	[ucd=src.spType]
#Column	Lum	(F9.2)	? Stellar luminosity (23)	[ucd=phys.luminosity]
#Column	Name	(a48)	Star name(s)	[ucd=meta.id]
#Column	GrpName	(a106)	Cluster or Association name(s)	[ucd=meta.id.parent]
HIP	RAJ2000	DEJ2000	Dist	X	Y	Z	SpType	Lum	Name	GrpName
 17826	057.21488352	+11.70881268	 148.27	-125.5	    7.0	 -78.7	F2                        	     9.69	                                                	
 17827	057.22573211	+50.84046283	  70.74	 -60.7	   36.2	  -3.4	F2V                       	     4.92	                                                	
 17830	057.23426090	+16.45973836	  63.09	 -54.9	    6.9	 -30.3	F5                        	     4.77	                                                	
 17831	057.23549795	+64.74848386	 100.42	 -76.7	   63.3	  14.2	F5                        	     7.27	                                                	
 17832	057.23713023	+23.85727235	  75.50	 -67.5	   15.4	 -30.0	F1V                       	    12.65	26 Tauri                                        	
 17834	057.23910350	+40.67151101	 230.93	-206.7	   93.7	 -42.8	A3                        	    34.18	                                                	
 17837	057.25086935	+21.34218511	  94.53	 -83.9	   16.3	 -40.3	F5                        	     4.44	                                                	
 17838	057.25112031	-26.03255053	  49.40	 -23.4	  -20.9	 -38.1	F3 V                      	     3.61	                                                	
 17839	057.25408074	+46.80276523	 186.61	-163.5	   88.0	 -19.2	A0                        	    19.80	                                                	Alpha Perseus
 17842	057.26429985	-33.08512230	 129.57	 -48.8	  -64.4	-101.3	F6 V                      	     4.78	                                                	
 17843	057.26889920	-35.99027711	 201.46	 -67.3	 -105.9	-157.6	F6 V                      	     8.31	                                                	
 17844	057.27614591	+44.21760871	  79.75	 -70.6	   35.4	 -11.0	F8                        	     1.20	                                                	
 17845	057.28038988	+32.26429186	 184.35	-166.8	   56.8	 -54.2	B5Vn                      	    29.52	                                                	
 17846	057.28384513	+43.96302370	  74.07	 -65.6	   32.7	 -10.4	F0IV (wk met)             	    18.93	                                                	
 17847	057.29054699	+24.05352413	 122.28	-109.5	   25.3	 -48.2	B7III                     	   678.49	27 Tauri (Atlas)                                	Pleiades
 17851	057.29668416	+24.13682556	 122.27	-109.5	   25.4	 -48.1	B8V:e shell               	   202.42	28 Tauri (Pleione)                              	Pleiades
 17852	057.29863299	-17.97145749	  39.32	 -22.7	  -13.1	 -29.3	G8V                       	     0.61	                                                	
 17854	057.30708663	+70.87120239	 106.29	 -75.2	   71.3	  23.7	A2   M                    	    67.07	HR 1138                                         	
 17856	057.32938475	-01.45315949	  99.05	 -74.5	  -12.5	 -64.0	K0 III                    	    28.61	                                                	
 17857	057.33190806	-44.77993914	 168.43	 -34.0	 -101.5	-130.0	F6V                       	     4.66	                                                	
 17858	057.33218995	+57.11832755	 147.86	-121.5	   84.1	   5.6	A0Vn                      	    50.36	HR 1161                                         	
 17860	057.33871547	-46.74373064	 168.84	 -29.0	 -104.3	-129.5	F7V                       	     6.41	                                                	
 17861	057.33934756	-36.09248712	 362.49	-120.7	 -191.1	-283.4	K5/M0 III                 	         	                                                	
 17862	057.34057535	+24.38106398	 123.46	-110.7	   25.9	 -48.2	B9.5V                     	    36.97	                                                	Pleiades
 17866	057.34927639	-53.24307689	 141.38	  -9.9	  -93.7	-105.4	F3IV/V                    	    16.53	                                                	
 17867	057.34972486	+02.49696486	  74.43	 -58.5	   -5.6	 -45.7	F5 V                      	     1.98	                                                	
 17868	057.35255080	-44.34338982	  95.05	 -19.9	  -57.0	 -73.4	G0V                       	     1.88	                                                	
 17871	057.35545397	+28.63659024	  78.89	 -71.3	   20.8	 -26.7	G5                        	     2.66	                                                	
 17872	057.36116556	+57.12224336	 147.75	-121.4	   84.0	   5.7	A0V                       	    25.16	                                                	
 17873	057.36258278	+11.14444879	  98.31	 -83.0	    3.8	 -52.6	G0                        	     8.26	                                                	
 17874	057.36367012	-36.20011256	  64.34	 -21.3	  -34.0	 -50.3	G7III                     	   100.59	g Eridani                                       	
 17879	057.37071470	-33.01089383	  81.40	 -30.8	  -40.5	 -63.5	G5 V                      	     1.30	                                                	
 17880	057.37157023	+34.91753542	 269.82	-244.0	   91.4	 -70.0	B8V                       	    25.34	                                                	IC 348
 17881	057.37513131	+80.32243604	 254.79	-154.3	  183.0	  87.3	M5III                     	   136.89	                                                	
 17884	057.38035650	+65.52600622	 240.27	-182.0	  152.6	  36.6	M2II                      	         	                                                	
 17886	057.38626037	+33.09138143	  81.98	 -74.2	   26.0	 -23.2	A3V                       	    52.89	42 n Persei                                     	
 17887	057.39537917	+58.76828015	  68.04	 -55.2	   39.6	   4.1	G2V                       	     1.03	                                                	
 17888	057.39776757	+01.34974123	  34.43	 -26.7	   -3.1	 -21.5	K1 V                      	     0.46	                                                	
 17889	057.39917444	-52.08001151	 308.47	 -27.4	 -202.3	-231.2	M5/6III                   	   218.79	                                                	
 17891	057.40258876	+63.29710443	  71.56	 -55.5	   44.3	   8.8	A3Vn                      	    20.03	(Moai 1)                                        	
 17892	057.40903632	+22.53359199	 122.98	-109.8	   22.9	 -50.6	B9.5V                     	    21.94	                                                	Pleiades
 17893	057.40916335	+67.16556880	 305.52	-227.0	  197.5	  53.2	G8III                     	   182.51	                                                	
 17895	057.41117688	-02.32846691	  50.87	 -37.9	   -7.1	 -33.2	F8 V                      	     3.00	                                                	
 17897	057.41584888	-37.73539816	  67.58	 -20.9	  -36.7	 -52.8	G2 V                      	     0.92	                                                	
 17899	057.42872045	+10.55921784	 134.18	-112.9	    4.0	 -72.4	G5                        	    20.00	                                                	
 17900	057.43133303	+23.71196321	 121.56	-108.9	   24.4	 -48.3	B9V                       	    58.50	HR 1183                                         	Pleiades
 17901	057.43161957	+54.71568940	  94.20	 -78.9	   51.5	   0.6	F2III                     	     3.95	                                                	
 17903	057.43267255	-13.88642812	  47.80	 -30.0	  -13.6	 -34.7	G8 V                      	     0.66	                                                	
 17907	057.44366238	+09.40755469	 123.13	-102.7	    1.8	 -67.8	B9.5V                     	    32.03	                                                	
 17908	057.44656177	+09.87803768	 169.39	-141.8	    3.5	 -92.5	K0                        	    37.69	                                                	
 17912	057.45561504	-42.72758209	 241.57	 -56.6	 -141.8	-187.2	A5/6V                     	    55.83	                                                	
 17916	057.46948548	+04.09152636	 105.10	 -83.9	   -5.9	 -63.0	G5                        	     1.16	                                                	
 17917	057.47117213	-08.07048952	  76.98	 -53.1	  -16.4	 -53.2	F5/6 V                    	     2.99	                                                	
 17919	057.47843950	-25.50315309	 131.70	 -63.6	  -55.4	-101.2	F7 V                      	     8.12	                                                	
 17921	057.47940817	+22.24426274	 121.17	-108.1	   22.0	 -50.1	B9IVpHgMnSi sn            	    56.55	HR 1185                                         	Pleiades
 17923	057.49184621	+23.84880345	 129.46	-116.0	   26.1	 -51.1	A0V                       	    30.11	                                                	Pleiades
 17925	057.51085523	-45.38538758	 177.63	 -34.4	 -108.2	-136.6	K0III                     	    59.85	                                                	
 17926	057.51143950	-34.02655383	 129.38	 -47.1	  -65.9	-100.9	F7 V                      	     3.63	                                                	
 17927	057.51270659	+03.21215553	 111.63	 -88.4	   -7.6	 -67.7	G0                        	     1.28	                                                	
 17928	057.51401483	+22.59178987	  40.13	 -35.9	    7.4	 -16.4	F7                        	     1.79	Wolf 1294                                       	
 17929	057.51420844	+61.79831829	 114.39	 -90.2	   69.4	  11.7	K0                        	    17.91	                                                	
 17930	057.51423131	+37.87399966	  75.72	 -68.3	   28.2	 -16.6	F1V                       	    10.77	                                                	
 17931	057.51772995	-83.07039461	 109.43	  42.4	  -82.6	 -57.9	G3V                       	     1.64	                                                	
 17932	057.51854771	+44.96792115	 114.21	-101.0	   51.4	 -14.3	G7III + F0IV:             	    72.08	HR 1176                                         	
 17936	057.53688434	+06.62078637	  32.88	 -26.9	   -0.8	 -18.9	G0                        	     0.85	                                                	
 17938	057.54310325	-16.77526558	 173.96	-103.4	  -55.9	-128.3	K2 III                    	    19.85	                                                	
 17942	057.55162245	-16.63665770	 206.62	-123.1	  -66.0	-152.2	A5 V                      	    15.44	                                                	
 17943	057.55514121	+34.82029855	  79.47	 -72.0	   26.7	 -20.6	F1IV                      	    10.26	                                                	
 17944	057.55498477	+16.00035393	  84.44	 -73.5	    8.4	 -40.7	F5                        	     2.28	                                                	
 17946	057.55797214	-18.74599428	 161.34	 -92.0	  -55.6	-120.3	A0 V                      	    27.99	                                                	
 17948	057.56163531	-19.79218920	 141.22	 -78.7	  -50.4	-105.9	F3/5 V                    	     3.74	                                                	
 17949	057.56271012	-11.74180699	 119.39	 -77.9	  -31.1	 -85.0	F2 V                      	     3.13	                                                	
 17950	057.56710126	-01.52263523	  43.60	 -32.9	   -5.7	 -28.1	F5V                       	     4.15	                                                	Hyades
 17951	057.56895852	-32.28541704	 204.67	 -79.8	 -100.8	-159.3	K5 III                    	   196.12	                                                	
 17952	057.57672942	-03.88852759	 211.97	-155.2	  -34.1	-140.3	K0 III                    	    58.90	                                                	
 17954	057.57881127	+25.57964845	  56.40	 -50.8	   12.6	 -21.1	A2IVp                     	    21.13	HR 1188                                         	AB Doradus
 17955	057.57908813	-75.89561068	 285.59	  80.7	 -214.6	-170.3	M0III                     	   243.83	                                                	
 17956	057.58133417	-23.82858677	  29.43	 -14.9	  -11.9	 -22.4	K5- V (k)                 	     0.15	                                                	
 17959	057.58948251	+71.33236762	 109.96	 -77.4	   73.9	  25.2	A2Vn                      	   155.91	Gamma Camelopardalis                            	
 17960	057.59540975	+17.47697958	  46.53	 -40.8	    5.5	 -21.7	G1                        	     2.01	                                                	
 17962	057.60370501	+17.24656273	  43.84	 -38.4	    5.1	 -20.5	K2Ve                      	     0.32	                                                	Hyades
